,id,type,x,y,z,demand,priority,name,equivalence_class,stationary_distribution,in_degree,out_degree,degree_centrality,in_degree_centrality,out_degree_centrality,closeness_centrality,betweenness_centrality,pagerank,eigenvector_centrality,hits_hub,hits_authority
49,49,client,137.93180316448488,34.844807337425806,49.38212338012874,1,3.0,天宮（川久保）_4,1,5.639576945543935e-05,120.0,111.0,1.203125,0.625,0.578125,0.7272727272727273,0.0005285997815006983,0.00564276826695845,0.07248241437749713,0.005092733197595302,0.005370769464740411
50,50,client,137.92895319035048,34.843635822736815,55.58203316481721,1,3.0,天宮（川久保）_5,1,5.526772366558699e-05,121.0,112.0,1.2135416666666665,0.6302083333333333,0.5833333333333333,0.7300380228136882,0.0005491507544795967,0.005675404454830934,0.07309281942285831,0.005144103850453857,0.00542097354852768
51,51,client,137.93303109658888,34.85422789603914,150.34400489116433,2,5.0,天宮（大上）_1,1,1.5478290142527384e-05,83.0,109.0,1.0,0.43229166666666663,0.5677083333333333,0.6378737541528239,0.0013378563827717497,0.004239948693614951,0.04566288690097872,0.00478322752288723,0.0034498899295388593
52,52,client,137.93020126275837,34.839220592648125,43.72144426669402,2,5.0,天宮（明治町）_1,1,8.278767337337525e-05,135.0,116.0,1.3072916666666665,0.703125,0.6041666666666666,0.7710843373493976,0.0008573149015380964,0.0061488404899584514,0.08104212156976556,0.005334250427212518,0.006072387833707323
53,53,client,137.9288308264736,34.83959145417262,71.77438499700327,2,3.0,森（明治町）_1,1,7.414586379519798e-05,132.0,115.0,1.2864583333333333,0.6875,0.5989583333333333,0.7619047619047619,0.000681336338893279,0.0059617928370288365,0.07936752065259489,0.005322250184762372,0.005965579671952015
54,54,client,137.9324608146298,34.83740568943981,40.240233972261144,1,1.0,森（新町）_1,1,7.128540025051061e-05,140.0,120.0,1.3541666666666665,0.7291666666666666,0.625,0.7868852459016393,0.001077425860863985,0.00629230672700636,0.08331639745247106,0.005509518045494001,0.006293608256804708
55,55,client,137.93150950230378,34.83922428448648,43.331876788013226,1,1.0,森（新町）_2,1,7.698079496971932e-05,138.0,116.0,1.3229166666666665,0.71875,0.6041666666666666,0.7804878048780488,0.000931766025846699,0.006228962342250706,0.08231531145474512,0.005333292255030571,0.006206659181692166
56,56,client,137.93027978096157,34.83777570459424,42.7434766444283,2,3.0,森（仲横町）_1,1,8.718905567933061e-05,140.0,117.0,1.3385416666666665,0.7291666666666666,0.609375,0.7868852459016393,0.000918988913770351,0.006291172101852302,0.08331639745247106,0.005409574792896949,0.006294402696019205
57,57,client,137.93062390874132,34.8381820290839,42.581887802195155,2,2.0,森（仲横町）_2,1,8.557898417560841e-05,140.0,115.0,1.328125,0.7291666666666666,0.5989583333333333,0.7868852459016393,0.0008777664112013099,0.006290383038690144,0.08331639745247106,0.005319898587860899,0.006295115523469152
58,58,client,137.92862686167507,34.83441388942521,42.437737673779566,1,1.0,森（本町）_1,1,8.63828360208544e-05,147.0,122.0,1.4010416666666665,0.765625,0.6354166666666666,0.810126582278481,0.0011809425465397682,0.006420362290038601,0.08681634281669898,0.00564504167259164,0.006642997142532627
59,59,client,137.93102816264067,34.836273151312895,41.324717986020914,2,4.0,森（本町）_2,1,8.213964178405489e-05,141.0,120.0,1.359375,0.734375,0.625,0.7901234567901234,0.001021283897177328,0.006322660642445726,0.0838083676624011,0.005539654694464802,0.006336668604867024
60,60,client,137.92839308964403,34.83616949967864,43.77745118134569,1,4.0,森（本町）_3,1,9.628658474336062e-05,144.0,118.0,1.3645833333333333,0.75,0.6145833333333333,0.8,0.0009130236130259671,0.006309042670172315,0.08526198985746396,0.005506888700898391,0.006524631971514732
61,61,client,137.93170748769458,34.83609331723569,40.551501045603544,2,4.0,森（川原町）_1,1,7.680441447827091e-05,142.0,122.0,1.375,0.7395833333333333,0.6354166666666666,0.7933884297520661,0.0011169571830395863,0.0063575470703834056,0.08431897375251711,0.005622439098137086,0.006376563897289066
62,62,client,137.9273919519972,34.830882965298656,37.346346011026434,2,2.0,森（下宿）_1,1,6.969632083197834e-05,173.0,130.0,1.578125,0.9010416666666666,0.6770833333333333,0.909952606635071,0.0023406389613708166,0.007137777485927203,0.09597179244123408,0.005968340563319691,0.007630570316592123
63,63,client,137.92993621711494,34.83453006182974,42.191432807825734,2,4.0,森（下宿）_2,1,8.209046173139785e-05,147.0,123.0,1.40625,0.765625,0.640625,0.810126582278481,0.0012940618232799308,0.006420723461773517,0.08681634281669898,0.005660696947567582,0.006642872700271328
64,64,client,137.9267134429846,34.83452089049222,42.177827549168526,2,2.0,森（栄町上）_1,1,8.581729430760104e-05,149.0,117.0,1.3854166666666665,0.7760416666666666,0.609375,0.8170212765957446,0.0009786954112535988,0.006510626442882594,0.08809547128547199,0.0055038411740707775,0.006720357661697892
65,65,client,137.92736417264572,34.83391928646892,41.409250228589286,1,4.0,森（栄町上）_2,1,8.046221631458073e-05,158.0,122.0,1.4583333333333333,0.8229166666666666,0.6354166666666666,0.8495575221238938,0.0014836831546323724,0.006793987568275052,0.09189303127037475,0.005678168475961619,0.007062829849405149
66,66,client,137.9276407765182,34.83277556173931,40.207126871013415,1,3.0,森（栄町上）_3,1,7.307529314956249e-05,166.0,126.0,1.5208333333333333,0.8645833333333333,0.65625,0.8807339449541285,0.0019150792625810063,0.006992038895111964,0.09433220736025223,0.005825708537604829,0.007365952572606043
67,67,client,137.92321675032167,34.8325301712221,39.30002847129046,2,2.0,森（栄町中）_1,1,6.985617690256733e-05,177.0,129.0,1.59375,0.921875,0.671875,0.927536231884058,0.0022514477575470257,0.007254405072075713,0.09735090219637675,0.005951248071961511,0.007776961915886264
68,68,client,137.92058681399388,34.82974711363204,40.81716180353651,1,5.0,森（栄町中）_2,1,5.7931439017523505e-05,174.0,139.0,1.6302083333333333,0.90625,0.7239583333333333,0.9142857142857143,0.0025302299949512704,0.007130936162735433,0.0964748274379621,0.006286168709392726,0.007694181183371042
69,69,client,137.9182206014853,34.828460066195255,39.2,2,4.0,森（栄町中）_3,1,5.544778786154177e-05,173.0,143.0,1.6458333333333333,0.9010416666666666,0.7447916666666666,0.909952606635071,0.0027297386413688575,0.0071006823958097,0.09625587722537002,0.006403548425255009,0.007665125531860823
70,70,client,137.92598759289692,34.83298175582715,40.385380606301666,1,5.0,森（栄町中）_4,1,7.31221668300603e-05,176.0,127.0,1.578125,0.9166666666666666,0.6614583333333333,0.9230769230769231,0.002426286612273694,0.0072382387603662675,0.09710695714548882,0.005842240072739281,0.0077328862936586334
71,71,client,137.9227667090185,34.83079702858563,39.001343483581394,1,3.0,森（栄町中）_5,1,6.273913555343178e-05,177.0,137.0,1.6354166666666665,0.921875,0.7135416666666666,0.927536231884058,0.002596572071055138,0.007257178977265395,0.09735090219637675,0.006225937326293233,0.0077747784376646575
72,72,client,137.9229099409939,34.83136085509607,39.08425399170545,1,2.0,森（栄町中）_6,1,6.256478874823554e-05,177.0,136.0,1.6302083333333333,0.921875,0.7083333333333333,0.927536231884058,0.0025424842767194935,0.007256849975101161,0.09735090219637675,0.0061928563027560685,0.007775041395509943
73,73,client,137.92277945805418,34.83127189798573,39.1,2,5.0,森（栄町中）_7,1,6.256478874822296e-05,177.0,136.0,1.6302083333333333,0.921875,0.7083333333333333,0.927536231884058,0.0025424842767194935,0.007256849975101161,0.09735090219637675,0.0061928563027560685,0.007775041395509942
74,74,client,137.92188654495476,34.83001377350401,39.49718557816959,2,1.0,森（栄町中）_8,1,5.888340577867891e-05,174.0,139.0,1.6302083333333333,0.90625,0.7239583333333333,0.9142857142857143,0.0025302299949512704,0.007130936162735433,0.0964748274379621,0.006286168709392726,0.007694181183371043
75,75,client,137.92038897013745,34.82196146411508,33.475028867303806,2,2.0,森（南町）_1,1,4.5390071487697026e-05,170.0,154.0,1.6875,0.8854166666666666,0.8020833333333333,0.897196261682243,0.003667846937354404,0.007037557125511933,0.09574989660864644,0.006680392147727348,0.007562849473726117
76,76,client,137.9254863768331,34.83186167263719,39.38467652745025,1,3.0,森（南町）_2,1,6.249547332825602e-05,177.0,133.0,1.6145833333333333,0.921875,0.6927083333333333,0.927536231884058,0.0026175849674142117,0.0072558334726800225,0.09735090219637675,0.006075839291388296,0.007775971552375744
77,77,client,137.922225158383,34.82686797335146,37.183061254652515,2,4.0,森（南町）_3,1,5.880631242196829e-05,173.0,141.0,1.6354166666666665,0.9010416666666666,0.734375,0.909952606635071,0.002566942609235234,0.007100087351342592,0.09625587722537002,0.006351321714751475,0.00766554067691354
78,78,client,137.92474919488518,34.82899672399569,37.22591775409266,2,5.0,森（南町）_4,1,6.103085805164721e-05,176.0,134.0,1.6145833333333333,0.9166666666666666,0.6979166666666666,0.9230769230769231,0.002285866380178628,0.007242265530427849,0.09731922068687807,0.006158010207698826,0.007748102417639231
79,79,client,137.92255238479564,34.825637466453784,35.881176326476016,2,1.0,森（南町）_5,1,5.329224208494316e-05,173.0,143.0,1.6458333333333333,0.9010416666666666,0.7447916666666666,0.909952606635071,0.0026867413602301693,0.0071006823958097,0.09625587722537002,0.006416624929720225,0.007665021587996021
80,80,client,137.92562600382752,34.83089904805311,38.21836690841951,2,4.0,森（南町）_6,1,6.336340171532104e-05,177.0,134.0,1.6197916666666665,0.921875,0.6979166666666666,0.927536231884058,0.002433768126122407,0.007256177332174282,0.09735090219637675,0.00613992616333109,0.007775462132050883
81,81,client,137.9234053808964,34.82861005185711,37.87098898438235,1,1.0,森（南町）_7,1,5.64446780076059e-05,174.0,137.0,1.6197916666666665,0.90625,0.7135416666666666,0.9142857142857143,0.0023898869095153974,0.00713030354495801,0.0964748274379621,0.006232682006963049,0.007694606343977291
82,82,client,137.92319320901274,34.84128620566693,103.82718008494363,1,4.0,森（大門）_1,1,6.395180010368082e-05,127.0,114.0,1.2552083333333333,0.6614583333333333,0.59375,0.7470817120622568,0.000508171795918658,0.005793701120300467,0.07732027609632397,0.005334769848050779,0.005792752666027089
83,83,client,137.92560745455145,34.83826404887572,48.97337928758086,2,5.0,森（大門）_2,1,8.60586310770968e-05,139.0,114.0,1.3177083333333333,0.7239583333333333,0.59375,0.7836734693877551,0.0007267544462339612,0.006170452022311125,0.08339344714153452,0.0053309504457252285,0.006327976197257287
84,84,client,137.92386165203425,34.84250602531807,96.72730800603776,1,1.0,森（大門）_3,1,2.511926854723706e-05,108.0,112.0,1.1458333333333333,0.5625,0.5833333333333333,0.6956521739130435,0.0005423636249871567,0.0052485822874680154,0.06516636002837276,0.005104206900842195,0.0047643009027211365
85,85,client,137.9152603938455,34.831555795305,58.08447611319197,1,1.0,森（大門）_4,1,3.28010139600092e-05,169.0,150.0,1.6614583333333333,0.8802083333333333,0.78125,0.8930232558139535,0.0032921039471844778,0.007004026057331003,0.09542561907134503,0.006569586375318317,0.0075282149919504455
86,86,client,137.92543048561146,34.83802376314874,46.935659572426154,2,5.0,森（大門）_5,1,8.870624611829851e-05,139.0,114.0,1.3177083333333333,0.7239583333333333,0.59375,0.7836734693877551,0.0007267544462339612,0.006170452022311125,0.08339344714153452,0.0053309504457252285,0.0063279761972572885
87,87,client,137.9128726282366,34.83584503119293,117.7207702809655,2,1.0,森（大門）_6,1,2.629996476469741e-05,160.0,148.0,1.6041666666666665,0.8333333333333333,0.7708333333333333,0.8571428571428571,0.0029721639926824045,0.00674104100864044,0.09165143902175096,0.006514010799524255,0.007159799496903264
88,88,client,137.91863813361425,34.83973671453486,113.31096552310086,2,3.0,森（大門）_7,1,2.9902355405959924e-05,131.0,136.0,1.390625,0.6822916666666666,0.7083333333333333,0.758893280632411,0.0015418656989379049,0.00583539943932872,0.07828270269367163,0.006136338085672405,0.005948856276438278
89,89,client,137.92059070731003,34.84263523121954,118.3091255834304,1,5.0,森（大門）_8,1,2.1086913573675065e-05,128.0,136.0,1.375,0.6666666666666666,0.7083333333333333,0.75,0.0016359149269705294,0.0057016077986355804,0.07541090512888973,0.00611669822337517,0.00577026321121086
90,90,client,137.92023785596206,34.83550960420489,88.0239642725581,1,4.0,森（大門）_9,1,4.838406761746919e-05,173.0,135.0,1.6041666666666665,0.9010416666666666,0.703125,0.909952606635071,0.002337965100636819,0.007098197093990629,0.09625587722537002,0.0061500862700623864,0.007667140277931652
91,91,client,137.91876266423736,34.83851581555108,100.51126660640725,2,2.0,森（大門）_10,1,3.0565875622716454e-05,134.0,136.0,1.40625,0.6979166666666666,0.7083333333333333,0.768,0.0016048099780214238,0.005929429413415868,0.07979055170609317,0.006135394300822945,0.0060811114872784955
92,92,client,137.9242353619835,34.83988991417902,61.12375154497065,2,5.0,森（大門）_11,1,7.110663452729836e-05,132.0,114.0,1.28125,0.6875,0.59375,0.7619047619047619,0.0005932339335879384,0.005976770510282764,0.08031243371752585,0.005333162825155626,0.006017949279371056
93,93,client,137.92083223524847,34.82615561028936,36.9495316532372,1,1.0,森（促進住宅森）_1,1,5.4985648828356076e-05,173.0,142.0,1.640625,0.9010416666666666,0.7395833333333333,0.909952606635071,0.0025989866847271467,0.007100386956338901,0.09625587722537002,0.006391422940059892,0.007665221916165749
94,94,client,137.93617730376266,34.838849969315014,44.473762358817616,1,2.0,向天方（向天方下）_1,1,4.529443214299194e-05,134.0,122.0,1.3333333333333333,0.6979166666666666,0.6354166666666666,0.768,0.000991773527614229,0.006107904614558536,0.08020362027942611,0.005594541777815662,0.006019700161904269
