,id,type,x,y,z,demand,priority,name,equivalence_class,stationary_distribution,in_degree,out_degree,degree_centrality,in_degree_centrality,out_degree_centrality,closeness_centrality,betweenness_centrality,pagerank,eigenvector_centrality,hits_hub,hits_authority,circle_id
59,59,client,137.93102816264067,34.836273151312895,41.324717986020914,2,4.0,森（本町）_2,1,8.213999898957873e-05,141.0,120.0,1.3664921465968587,0.7382198952879582,0.6282722513089005,0.7925311203319502,0.0010320429641878718,0.0063387775331100165,0.08391301766647666,0.005575878866147931,0.006378222526784774,
60,60,client,137.92839308964403,34.83616949967864,43.77745118134569,1,4.0,森（本町）_3,1,9.628700358561577e-05,144.0,118.0,1.3717277486910995,0.7539267015706806,0.6178010471204188,0.8025210084033614,0.0009226651846698488,0.006325724983866009,0.08536303794183274,0.00554275516712111,0.00656631004327357,
61,61,client,137.93170748769458,34.83609331723569,40.551501045603544,2,4.0,森（川原町）_1,1,7.68047470053844e-05,142.0,122.0,1.3821989528795813,0.743455497382199,0.6387434554973822,0.7958333333333333,0.0011287233372697326,0.0063736943395312365,0.08442343297657189,0.00565882202917009,0.006418271071563662,
62,62,client,137.9273919519972,34.830882965298656,37.346346011026434,2,2.0,森（下宿）_1,1,6.969660959311313e-05,172.0,130.0,1.581151832460733,0.9005235602094241,0.680628272251309,0.9095238095238095,0.0023267351946368703,0.007148039793821472,0.09595754809580927,0.0060047326204854005,0.007635940101071918,
63,63,client,137.92993621711494,34.83453006182974,42.191432807825734,2,4.0,森（下宿）_2,1,8.209081457281235e-05,147.0,123.0,1.4136125654450262,0.7696335078534032,0.6439790575916231,0.8127659574468085,0.0013077244171526166,0.006437975976183412,0.0869171416581859,0.005697136290220845,0.006684830516199926,
64,64,client,137.9267134429846,34.83452089049222,42.177827549168526,2,2.0,森（栄町上）_1,1,8.581766263608681e-05,149.0,117.0,1.3926701570680629,0.7801047120418849,0.612565445026178,0.8197424892703863,0.0009890383586839025,0.00652829334709501,0.08819668230228164,0.005539308966898227,0.006762505129487881,
65,65,client,137.92736417264572,34.83391928646892,41.409250228589286,1,4.0,森（栄町上）_2,1,8.046255813458358e-05,158.0,122.0,1.4659685863874345,0.8272251308900525,0.6387434554973822,0.8526785714285714,0.001499394705757949,0.00681436677022108,0.0919912167659002,0.005714064125833736,0.00710544024285814,
66,66,client,137.9276407765182,34.83277556173931,40.207126871013415,1,3.0,森（栄町上）_3,1,7.307560000731524e-05,166.0,126.0,1.5287958115183247,0.8691099476439791,0.6596858638743456,0.8842592592592593,0.0019353458577361594,0.0070142686012424,0.09442560221731076,0.005861742269895272,0.007408945906337802,
67,67,client,137.92321675032167,34.8325301712221,39.30002847129046,2,2.0,森（栄町中）_1,1,6.985646597594021e-05,176.0,129.0,1.5968586387434556,0.9214659685863875,0.675392670157068,0.9271844660194175,0.0022438050440350132,0.0072647122308153525,0.09733508131635339,0.005987412011064049,0.0077827092988244735,
68,68,client,137.92058681399388,34.82974711363204,40.81716180353651,1,5.0,森（栄町中）_2,1,5.793165763544892e-05,173.0,139.0,1.6335078534031415,0.9057591623036649,0.7277486910994765,0.9138755980861244,0.0025272210532595227,0.0071409460664491305,0.0964580575413096,0.006321957492206691,0.007699216809416741,
69,69,client,137.9182206014853,34.828460066195255,39.2,2,4.0,森（栄町中）_3,1,5.54479858359035e-05,172.0,143.0,1.649214659685864,0.9005235602094241,0.7486910994764399,0.9095238095238095,0.002730607584272419,0.00711059098224994,0.09623841874823884,0.006438427921929225,0.007669924170919318,
70,70,client,137.92598759289692,34.83298175582715,40.385380606301666,1,5.0,森（栄町中）_4,1,7.312247235047222e-05,175.0,127.0,1.581151832460733,0.9162303664921466,0.6649214659685865,0.9227053140096618,0.0024125396483950213,0.007248564508285184,0.09709191179463617,0.005878707265603101,0.007738613793690889,
71,71,client,137.9227667090185,34.83079702858563,39.001343483581394,1,3.0,森（栄町中）_5,1,6.273938536380122e-05,176.0,137.0,1.6387434554973823,0.9214659685863875,0.7172774869109948,0.9271844660194175,0.0025942614670065884,0.00726749007242232,0.09733508131635339,0.006261797099622582,0.007780526296967407,
72,72,client,137.9229099409939,34.83136085509607,39.08425399170545,1,2.0,森（栄町中）_6,1,6.256503860062887e-05,176.0,136.0,1.6335078534031415,0.9214659685863875,0.712041884816754,0.9271844660194175,0.002539604327467412,0.007267160603375266,0.09733508131635339,0.006228724854649443,0.007780789419036366,
73,73,client,137.92277945805418,34.83127189798573,39.1,2,5.0,森（栄町中）_7,1,6.256503860063928e-05,176.0,136.0,1.6335078534031415,0.9214659685863875,0.712041884816754,0.9271844660194175,0.002539604327467412,0.007267160603375266,0.09733508131635339,0.006228724854649443,0.007780789419036368,
74,74,client,137.92188654495476,34.83001377350401,39.49718557816959,2,1.0,森（栄町中）_8,1,5.888362987044272e-05,173.0,139.0,1.6335078534031415,0.9057591623036649,0.7277486910994765,0.9138755980861244,0.0025272210532595227,0.0071409460664491305,0.0964580575413096,0.006321957492206691,0.007699216809416744,
75,75,client,137.92038897013745,34.82196146411508,33.475028867303806,2,2.0,森（南町）_1,1,4.539019062637273e-05,169.0,154.0,1.6910994764397906,0.8848167539267017,0.8062827225130891,0.8967136150234741,0.0036797259354523983,0.007047245430229618,0.0957308737658804,0.00671400884524052,0.007566827892301289,
76,76,client,137.9254863768331,34.83186167263719,39.38467652745025,1,3.0,森（南町）_2,1,6.24957301551439e-05,176.0,133.0,1.617801047120419,0.9214659685863875,0.6963350785340314,0.9271844660194175,0.0026065964217965114,0.0072661426584476755,0.09733508131635339,0.0061122943299424535,0.0077817157377841895,
77,77,client,137.922225158383,34.82686797335146,37.183061254652515,2,4.0,森（南町）_3,1,5.8806529971452796e-05,172.0,141.0,1.6387434554973823,0.9005235602094241,0.7382198952879582,0.9095238095238095,0.0025655726525010795,0.0071099951090305485,0.09623841874823884,0.006386722969506454,0.007670335534407584,
78,78,client,137.92474919488518,34.82899672399569,37.22591775409266,2,5.0,森（南町）_4,1,6.10310966973511e-05,175.0,134.0,1.617801047120419,0.9162303664921466,0.7015706806282723,0.9227053140096618,0.0022822041851493554,0.007252516787366548,0.09730330286062959,0.006193506137436407,0.007753609819866905,
79,79,client,137.92255238479564,34.825637466453784,35.881176326476016,2,1.0,森（南町）_5,1,5.3292429842510466e-05,172.0,143.0,1.649214659685864,0.9005235602094241,0.7486910994764399,0.9095238095238095,0.00268737719434493,0.00711059098224994,0.09623841874823884,0.0064516784737568686,0.007669818749814262,
80,80,client,137.92562600382752,34.83089904805311,38.21836690841951,2,4.0,森（南町）_6,1,6.336365819492942e-05,176.0,134.0,1.6230366492146597,0.9214659685863875,0.7015706806282723,0.9271844660194175,0.0024275367893634467,0.007266487005908957,0.09733508131635339,0.006175963882547251,0.00778120918419447,
81,81,client,137.9234053808964,34.82861005185711,37.87098898438235,1,1.0,森（南町）_7,1,5.644489567818711e-05,173.0,137.0,1.6230366492146597,0.9057591623036649,0.7172774869109948,0.9138755980861244,0.0023866532085736656,0.007140312562138032,0.0964580575413096,0.006268254443870359,0.007699644069713081,
82,82,client,137.92319320901274,34.84128620566693,103.82718008494363,1,4.0,森（大門）_1,1,6.395207821870835e-05,127.0,114.0,1.261780104712042,0.6649214659685865,0.5968586387434556,0.7490196078431373,0.0005135209727178018,0.0058078015897606375,0.07742559372255987,0.005370198774711078,0.005832011946273525,
83,83,client,137.92560745455145,34.83826404887572,48.97337928758086,2,5.0,森（大門）_2,1,8.605900542740796e-05,139.0,114.0,1.324607329842932,0.7277486910994765,0.5968586387434556,0.7860082304526749,0.0007344132032345747,0.006186153231604343,0.08349685161655747,0.005366351624516115,0.006369231416878725,
84,84,client,137.92386165203425,34.84250602531807,96.72730800603776,1,1.0,森（大門）_3,1,2.5119379402369427e-05,108.0,112.0,1.1518324607329844,0.5654450261780105,0.5863874345549739,0.6970802919708029,0.0005480727157764952,0.005262266611790968,0.06526901549505411,0.0051393670254155375,0.004798171875819293,
85,85,client,137.9152603938455,34.831555795305,58.08447611319197,1,1.0,森（大門）_4,1,3.2801113178743124e-05,168.0,150.0,1.6649214659685865,0.8795811518324608,0.7853403141361257,0.8925233644859814,0.0032989193649515178,0.0070136135081104245,0.09540562955491162,0.006603774552872904,0.00753189858268965,
86,86,client,137.92543048561146,34.83802376314874,46.935659572426154,2,5.0,森（大門）_5,1,8.870663198541195e-05,139.0,114.0,1.324607329842932,0.7277486910994765,0.5968586387434556,0.7860082304526749,0.0007344132032345747,0.006186153231604343,0.08349685161655747,0.005366351624516115,0.006369231416878723,
87,87,client,137.9128726282366,34.83584503119293,117.7207702809655,2,1.0,森（大門）_6,1,2.6300055281746997e-05,159.0,148.0,1.6073298429319374,0.8324607329842932,0.774869109947644,0.8565022421524664,0.0029721310137420533,0.0067486285105467945,0.09163713865219487,0.006549394649149163,0.0071630614449175525,
88,88,client,137.91863813361425,34.83973671453486,113.31096552310086,2,3.0,森（大門）_7,1,2.990247749488223e-05,131.0,136.0,1.3979057591623036,0.6858638743455497,0.712041884816754,0.7609561752988048,0.0015581384834705595,0.005850385701407605,0.07838104532747792,0.006172407950245338,0.005987217343425241,
89,89,client,137.92059070731003,34.84263523121954,118.3091255834304,1,5.0,森（大門）_8,1,2.1087000289573415e-05,128.0,136.0,1.3821989528795813,0.6701570680628273,0.712041884816754,0.7519685039370079,0.0016531777033772115,0.005716546580290493,0.07550919056455024,0.00615292629087516,0.005807876041090287,
90,90,client,137.92023785596206,34.83550960420489,88.0239642725581,1,4.0,森（大門）_9,1,4.838426126251884e-05,172.0,135.0,1.6073298429319374,0.9005235602094241,0.7068062827225131,0.9095238095238095,0.002331311388511347,0.007108102219005704,0.09623841874823884,0.00618623027140964,0.00767193064999704,
91,91,client,137.91876266423736,34.83851581555108,100.51126660640725,2,2.0,森（大門）_10,1,3.0566000413140976e-05,134.0,136.0,1.4136125654450262,0.7015706806282723,0.712041884816754,0.7701612903225806,0.0016217453339128524,0.0059447302074945845,0.07988843954195322,0.006171456998138151,0.006120009140393007,
