,circle_id,y,x
0,0,34.65420979782283,138.0639082986282
1,1,34.667086599587115,138.0507519677132
2,2,34.66099522331093,138.02992298507613
3,3,34.65486480688899,138.04050287229515
4,4,34.678398648121195,137.9752581871796
5,5,34.683286182698275,137.97232030646745
6,6,34.67036225158808,137.9890441262229
7,7,34.66250995850782,138.00646769183032
