num_equivalence_classes,num_non_main_class_elements,num_cover_disks,mean_in_degree_shelter_main,mean_out_degree_shelter_main,mean_undirected_degree_shelter_main,max_in_degree_shelter_main,max_in_degree_shelter_main_id,mean_in_degree_norm_shelter_main,mean_out_degree_norm_shelter_main,mean_undirected_degree_norm_shelter_main,max_in_degree_norm_shelter_main,max_in_degree_norm_shelter_main_id,max_out_degree_norm_shelter_main,max_out_degree_norm_shelter_main_id,max_undirected_degree_norm_shelter_main,max_undirected_degree_norm_shelter_main_id,mean_stationary_shelter_main,std_stationary_shelter_main,max_stationary_shelter_main,max_stationary_shelter_main_id
1,0,0,326.06666666666666,97.5,326.06666666666666,329,301,0.9910840932114513,0.7116788321162689,0.9910840932114513,0.9999999999996961,301,0.9854014598532954,315,0.9999999999996961,301,0.02430580960381453,0.0035074047623698005,0.0295025199612654,324
