num_equivalence_classes,num_non_main_class_elements,num_cover_disks,mean_in_degree_shelter_main,mean_out_degree_shelter_main,mean_undirected_degree_shelter_main,max_in_degree_shelter_main,max_in_degree_shelter_main_id,mean_in_degree_norm_shelter_main,mean_out_degree_norm_shelter_main,mean_undirected_degree_norm_shelter_main,max_in_degree_norm_shelter_main,max_in_degree_norm_shelter_main_id,max_out_degree_norm_shelter_main,max_out_degree_norm_shelter_main_id,max_undirected_degree_norm_shelter_main,max_undirected_degree_norm_shelter_main_id,mean_stationary_shelter_main,std_stationary_shelter_main,max_stationary_shelter_main,max_stationary_shelter_main_id
23,22,4,280.26666666666665,112.0,280.26666666666665,307,301,0.9129207383276071,0.5517241379307627,0.9129207383276071,0.9999999999996743,301,0.9704433497532166,302,0.9999999999996743,301,0.02400927195141085,0.008068736863996239,0.0345247434050829,324
